Year,Month,Airline,Passengers_domestic,Passengers_international,Passengers_total,Flights_domestic,Flights_international,Flights_total,RPM_domestic,RPM_international,RPM_total,ASM_domestic,ASM_internationl,ASM_total,LF_domestic,LF_international,LF_total
2020,9,United,"1,821,096","310,443","2,131,539","17,230","3,688","20,918","2,206,478","888,846","3,095,324","3,667,339","2,727,023","6,394,361",60.17,32.59,48.41
2020,10,United,"2,697,096","404,841","3,101,937","23,560","4,492","28,052","3,209,891","1,075,326","4,285,217","4,862,524","3,079,711","7,942,236",66.01,34.92,53.95
2020,11,United,"2,588,575","541,487","3,130,062","24,161","6,001","30,162","3,170,282","1,364,648","4,534,930","5,082,411","3,532,717","8,615,128",62.38,38.63,52.64
2020,12,United,"2,669,353","716,900","3,386,253","25,618","7,881","33,499","3,356,191","1,852,770","5,208,960","5,519,049","4,145,217","9,664,266",60.81,44.7,53.9
2021,1,United,"2,272,605","628,443","2,901,048","23,849","7,588","31,437","2,798,343","1,685,171","4,483,514","4,928,591","3,867,213","8,795,803",56.78,43.58,50.97
2021,2,United,"2,208,159","422,552","2,630,711","21,276","6,006","27,282","2,668,988","1,143,164","3,812,152","4,428,627","3,037,955","7,466,582",60.27,37.63,51.06
2021,3,United,"3,434,860","714,126","4,148,986","28,290","7,663","35,953","4,238,797","1,724,142","5,962,939","5,784,562","3,885,283","9,669,845",73.28,44.38,61.67
2021,4,United,"3,745,481","839,958","4,585,439","27,825","7,679","35,504","4,683,681","1,917,632","6,601,313","5,770,318","4,005,707","9,776,025",81.17,47.87,67.53
2021,5,United,"4,237,303","964,095","5,201,398","31,041","8,779","39,820","5,400,997","2,061,957","7,462,955","6,626,915","4,490,079","11,116,994",81.5,45.92,67.13
2021,6,United,"5,083,611","1,348,872","6,432,483","35,933","10,276","46,209","6,726,938","3,148,555","9,875,493","7,899,675","5,240,364","13,140,039",85.15,60.08,75.16
2021,7,United,"6,395,518","1,655,188","8,050,706","43,131","11,545","54,676","8,473,275","4,194,334","12,667,609","9,599,245","6,118,723","15,717,967",88.27,68.55,80.59
2021,8,United,"6,120,923","1,569,052","7,689,975","44,389","11,699","56,088","8,105,818","4,300,084","12,405,902","9,769,499","6,407,262","16,176,761",82.97,67.11,76.69
2021,9,United,"5,613,497","1,165,167","6,778,664","43,957","9,998","53,955","7,026,002","3,355,300","10,381,302","9,223,001","5,895,414","15,118,415",76.18,56.91,68.67
2021,10,United,"6,552,059","1,248,675","7,800,734","47,647","10,245","57,892","7,990,716","3,434,656","11,425,372","9,776,646","5,947,897","15,724,543",81.73,57.75,72.66
2021,11,United,"6,471,207","1,451,011","7,922,218","47,054","10,867","57,921","8,022,522","3,995,533","12,018,055","9,718,438","5,921,936","15,640,375",82.55,67.47,76.84
2021,12,United,"6,668,970","1,676,937","8,345,907","48,081","12,132","60,213","8,664,136","4,849,610","13,513,745","10,313,496","6,860,470","17,173,966",84.01,70.69,78.69
2022,1,United,"4,884,526","1,366,137","6,250,663","42,989","11,519","54,508","6,292,595","3,899,230","10,191,825","9,127,536","6,662,237","15,789,773",68.94,58.53,64.55
2022,2,United,"5,481,564","1,226,454","6,708,018","43,165","10,081","53,246","6,845,369","3,377,142","10,222,511","9,055,914","5,613,350","14,669,264",75.59,60.16,69.69
2022,3,United,"7,276,809","1,717,786","8,994,595","50,705","12,123","62,828","9,287,895","4,807,056","14,094,951","10,766,777","6,734,024","17,500,801",86.26,71.38,80.54
2022,4,United,"7,193,064","1,986,495","9,179,559","49,026","12,871","61,897","9,275,243","5,894,241","15,169,485","10,321,333","7,568,710","17,890,043",89.86,77.88,84.79
2022,5,United,"7,694,596","2,168,359","9,862,955","52,854","13,658","66,512","9,615,356","6,987,970","16,603,325","10,637,609","8,800,923","19,438,532",90.39,79.4,85.41
2022,6,United,"7,673,308","2,569,838","10,243,146","51,637","14,957","66,594","9,841,963","8,179,306","18,021,270","10,779,617","9,257,407","20,037,024",91.3,88.35,89.94
2022,7,United,"7,945,386","2,887,880","10,833,266","54,955","16,060","71,015","10,342,729","9,356,448","19,699,177","11,742,449","10,286,238","22,028,688",88.08,90.96,89.43
2022,8,United,"7,662,471","2,609,433","10,271,904","54,065","15,136","69,201","9,843,571","8,692,218","18,535,789","11,426,350","10,015,811","21,442,160",86.15,86.78,86.45
2022,9,United,"7,335,244","2,168,486","9,503,730","50,493","12,690","63,183","8,989,469","7,646,481","16,635,949","10,279,584","9,011,239","19,290,823",87.45,84.85,86.24
2022,10,United,"8,334,111","2,112,615","10,446,726","56,345","12,287","68,632","9,965,660","7,273,976","17,239,637","11,169,664","8,621,893","19,791,557",89.22,84.37,87.11
2022,11,United,"7,665,341","2,055,771","9,721,112","53,479","12,502","65,981","9,163,402","6,807,775","15,971,176","10,662,478","8,455,894","19,118,373",85.94,80.51,83.54
2022,12,United,"8,190,887","2,338,325","10,529,212","57,173","14,057","71,230","10,015,203","7,713,559","17,728,762","11,710,786","9,208,676","20,919,462",85.52,83.76,84.75
2023,1,United,"7,516,570","2,116,456","9,633,026","56,455","13,260","69,715","9,147,013","6,925,997","16,073,010","11,521,267","8,855,706","20,376,973",79.39,78.21,78.88
2023,2,United,"7,175,376","1,849,759","9,025,135","53,119","11,985","65,104","8,607,814","5,931,928","14,539,742","10,720,061","8,084,521","18,804,582",80.3,73.37,77.32
2023,3,United,"8,644,616","2,421,479","11,066,095","61,358","14,488","75,846","10,434,118","7,975,760","18,409,879","12,519,120","9,690,290","22,209,410",83.35,82.31,82.89
2023,4,United,"8,186,751","2,533,428","10,720,179","57,206","15,232","72,438","10,003,270","8,484,711","18,487,981","11,492,310","10,304,013","21,796,323",87.04,82.34,84.82
2023,5,United,"8,870,059","2,677,060","11,547,119","62,093","15,572","77,665","10,616,580","9,416,420","20,033,000","12,224,767","11,231,632","23,456,400",86.84,83.84,85.41
2023,6,United,"8,689,481","3,044,371","11,733,852","59,448","16,748","76,196","10,787,102","10,466,909","21,254,012","12,228,819","11,595,600","23,824,419",88.21,90.27,89.21
2023,7,United,"9,475,586","3,257,068","12,732,654","62,986","17,872","80,858","11,735,980","10,982,819","22,718,799","12,908,772","12,257,768","25,166,541",90.91,89.6,90.27
2023,8,United,"9,352,317","3,088,937","12,441,254","66,247","17,646","83,893","11,250,901","10,549,784","21,800,686","13,163,626","12,332,848","25,496,475",85.47,85.54,85.5
2023,9,United,"8,664,085","2,590,883","11,254,968","61,990","15,031","77,021","10,095,565","9,445,726","19,541,291","12,028,058","11,368,851","23,396,909",83.93,83.08,83.52
2023,10,United,"9,322,028","2,540,027","11,862,055","65,838","15,027","80,865","10,806,745","8,981,065","19,787,810","12,679,830","11,119,300","23,799,130",85.23,80.77,83.15
2023,11,United,"8,374,932","2,376,329","10,751,261","57,913","15,045","72,958","9,921,643","7,917,281","17,838,924","11,489,784","10,480,918","21,970,701",86.35,75.54,81.19
2023,12,United,"8,514,883","2,711,523","11,226,406","59,888","16,860","76,748","10,369,461","8,968,158","19,337,619","12,191,115","11,383,193","23,574,308",85.06,78.78,82.03
2024,1,United,"7,439,554","2,509,993","9,949,547","54,451","16,170","70,621","9,103,754","8,166,716","17,270,470","10,946,226","10,812,916","21,759,142",83.17,75.53,79.37
2024,2,United,"7,792,933","2,274,739","10,067,672","56,656","15,271","71,927","9,204,039","7,166,420","16,370,459","11,146,969","10,137,113","21,284,081",82.57,70.69,76.91
2024,3,United,"9,224,203","2,871,346","12,095,549","64,773","17,433","82,206","10,986,662","9,331,471","20,318,133","12,880,354","11,521,106","24,401,460",85.3,80.99,83.27
2024,4,United,"8,567,451","2,743,973","11,311,424","60,905","17,827","78,732","10,296,002","8,955,850","19,251,852","12,180,118","11,667,328","23,847,446",84.53,76.76,80.73
2002,10,Southwest,"6,063,128",,"6,063,128","81,876",,"81,876","3,754,364",,"3,754,364","6,006,555",,"6,006,555",62.5,,62.5
2002,11,Southwest,"5,598,102",,"5,598,102","76,818",,"76,818","3,439,403",,"3,439,403","5,681,559",,"5,681,559",60.54,,60.54
2002,12,Southwest,"6,104,562",,"6,104,562","79,481",,"79,481","3,891,291",,"3,891,291","5,899,788",,"5,899,788",65.96,,65.96
2003,1,Southwest,"5,484,294",,"5,484,294","80,620",,"80,620","3,474,326",,"3,474,326","5,991,225",,"5,991,225",57.99,,57.99
2003,2,Southwest,"5,357,402",,"5,357,402","72,108",,"72,108","3,363,428",,"3,363,428","5,382,904",,"5,382,904",62.48,,62.48
2003,3,Southwest,"6,327,876",,"6,327,876","80,362",,"80,362","4,059,191",,"4,059,191","6,027,126",,"6,027,126",67.35,,67.35
2003,4,Southwest,"6,133,270",,"6,133,270","78,676",,"78,676","3,935,024",,"3,935,024","5,909,157",,"5,909,157",66.59,,66.59
2003,5,Southwest,"6,537,711",,"6,537,711","79,998",,"79,998","4,189,524",,"4,189,524","6,050,221",,"6,050,221",69.25,,69.25
2003,6,Southwest,"6,775,552",,"6,775,552","78,862",,"78,862","4,427,485",,"4,427,485","5,937,934",,"5,937,934",74.56,,74.56
2003,7,Southwest,"7,132,410",,"7,132,410","81,282",,"81,282","4,750,318",,"4,750,318","6,127,338",,"6,127,338",77.53,,77.53
2003,8,Southwest,"6,833,522",,"6,833,522","80,940",,"80,940","4,480,716",,"4,480,716","6,119,325",,"6,119,325",73.22,,73.22
2003,9,Southwest,"5,742,239",,"5,742,239","78,702",,"78,702","3,602,650",,"3,602,650","5,960,957",,"5,960,957",60.44,,60.44
2003,10,Southwest,"6,274,120",,"6,274,120","81,970",,"81,970","3,968,193",,"3,968,193","6,238,401",,"6,238,401",63.61,,63.61
2003,11,Southwest,"6,006,885",,"6,006,885","76,596",,"76,596","3,762,069",,"3,762,069","5,904,969",,"5,904,969",63.71,,63.71
2003,12,Southwest,"6,114,059",,"6,114,059","79,822",,"79,822","3,935,309",,"3,935,309","6,154,327",,"6,154,327",63.94,,63.94
2004,1,Southwest,"5,358,000",,"5,358,000","79,508",,"79,508","3,456,658",,"3,456,658","6,148,886",,"6,148,886",56.22,,56.22
2004,2,Southwest,"5,746,587",,"5,746,587","76,342",,"76,342","3,660,185",,"3,660,185","5,883,000",,"5,883,000",62.22,,62.22
2004,3,Southwest,"7,085,817",,"7,085,817","82,634",,"82,634","4,676,795",,"4,676,795","6,353,296",,"6,353,296",73.61,,73.61
2004,4,Southwest,"7,115,636",,"7,115,636","79,876",,"79,876","4,689,118",,"4,689,118","6,150,773",,"6,150,773",76.24,,76.24
2004,5,Southwest,"7,139,114",,"7,139,114","81,437",,"81,437","4,681,633",,"4,681,633","6,340,534",,"6,340,534",73.84,,73.84
2004,6,Southwest,"7,373,298",,"7,373,298","81,100",,"81,100","4,956,418",,"4,956,418","6,286,798",,"6,286,798",78.84,,78.84
2004,7,Southwest,"7,620,805",,"7,620,805","83,700",,"83,700","5,197,468",,"5,197,468","6,547,405",,"6,547,405",79.38,,79.38
2004,8,Southwest,"7,357,694",,"7,357,694","84,944",,"84,944","4,986,682",,"4,986,682","6,643,194",,"6,643,194",75.06,,75.06
2004,9,Southwest,"6,124,253",,"6,124,253","80,357",,"80,357","3,981,300",,"3,981,300","6,299,602",,"6,299,602",63.2,,63.2
2004,10,Southwest,"6,891,715",,"6,891,715","85,083",,"85,083","4,504,693",,"4,504,693","6,761,369",,"6,761,369",66.62,,66.62
2004,11,Southwest,"6,632,597",,"6,632,597","81,138",,"81,138","4,293,323",,"4,293,323","6,559,565",,"6,559,565",65.45,,65.45
2004,12,Southwest,"6,620,522",,"6,620,522","85,555",,"85,555","4,339,381",,"4,339,381","6,902,921",,"6,902,921",62.86,,62.86
2005,1,Southwest,"6,034,434",,"6,034,434","84,320",,"84,320","4,005,174",,"4,005,174","6,819,544",,"6,819,544",58.73,,58.73
2005,2,Southwest,"6,078,587",,"6,078,587","77,736",,"77,736","3,997,623",,"3,997,623","6,311,432",,"6,311,432",63.34,,63.34
2005,3,Southwest,"7,667,725",,"7,667,725","87,097",,"87,097","5,236,541",,"5,236,541","7,106,615",,"7,106,615",73.69,,73.69
2005,4,Southwest,"7,125,282",,"7,125,282","84,345",,"84,345","4,807,554",,"4,807,554","6,962,595",,"6,962,595",69.05,,69.05
2005,5,Southwest,"7,774,165",,"7,774,165","87,625",,"87,625","5,241,698",,"5,241,698","7,244,760",,"7,244,760",72.35,,72.35
2005,6,Southwest,"7,878,213",,"7,878,213","86,364",,"86,364","5,432,516",,"5,432,516","7,133,855",,"7,133,855",76.15,,76.15
2005,7,Southwest,"8,483,943",,"8,483,943","88,481",,"88,481","5,960,400",,"5,960,400","7,379,498",,"7,379,498",80.77,,80.77
2005,8,Southwest,"8,125,680",,"8,125,680","89,712",,"89,712","5,671,942",,"5,671,942","7,456,473",,"7,456,473",76.07,,76.07
2005,9,Southwest,"6,986,126",,"6,986,126","83,745",,"83,745","4,734,562",,"4,734,562","7,031,849",,"7,031,849",67.33,,67.33
2005,10,Southwest,"7,563,804",,"7,563,804","87,122",,"87,122","5,147,509",,"5,147,509","7,316,987",,"7,316,987",70.35,,70.35
2005,11,Southwest,"7,406,146",,"7,406,146","84,104",,"84,104","4,998,833",,"4,998,833","7,051,185",,"7,051,185",70.89,,70.89
2005,12,Southwest,"7,255,795",,"7,255,795","88,152",,"88,152","4,994,635",,"4,994,635","7,383,104",,"7,383,104",67.65,,67.65
2006,1,Southwest,"6,860,099",,"6,860,099","89,547",,"89,547","4,759,328",,"4,759,328","7,507,719",,"7,507,719",63.39,,63.39
2006,2,Southwest,"6,818,257",,"6,818,257","81,336",,"81,336","4,689,999",,"4,689,999","6,850,387",,"6,850,387",68.46,,68.46
2006,3,Southwest,"8,337,128",,"8,337,128","91,567",,"91,567","5,832,625",,"5,832,625","7,723,677",,"7,723,677",75.52,,75.52
2006,4,Southwest,"8,130,739",,"8,130,739","88,619",,"88,619","5,734,094",,"5,734,094","7,471,419",,"7,471,419",76.75,,76.75
2006,5,Southwest,"8,488,998",,"8,488,998","91,855",,"91,855","5,959,988",,"5,959,988","7,762,000",,"7,762,000",76.78,,76.78
2006,6,Southwest,"8,687,121",,"8,687,121","90,475",,"90,475","6,151,375",,"6,151,375","7,653,128",,"7,653,128",80.38,,80.38
2006,7,Southwest,"8,763,788",,"8,763,788","93,312",,"93,312","6,330,623",,"6,330,623","7,963,876",,"7,963,876",79.49,,79.49
2006,8,Southwest,"8,657,863",,"8,657,863","95,199",,"95,199","6,241,206",,"6,241,206","8,091,256",,"8,091,256",77.14,,77.14
2006,9,Southwest,"7,458,995",,"7,458,995","90,528",,"90,528","5,196,914",,"5,196,914","7,733,114",,"7,733,114",67.2,,67.2
2006,10,Southwest,"8,140,077",,"8,140,077","95,524",,"95,524","5,699,554",,"5,699,554","8,134,336",,"8,134,336",70.07,,70.07
2006,11,Southwest,"8,064,562",,"8,064,562","91,210",,"91,210","5,594,810",,"5,594,810","7,788,504",,"7,788,504",71.83,,71.83
2006,12,Southwest,"7,869,280",,"7,869,280","93,171",,"93,171","5,507,054",,"5,507,054","7,992,104",,"7,992,104",68.91,,68.91
2007,1,Southwest,"7,284,949",,"7,284,949","94,752",,"94,752","5,179,612",,"5,179,612","8,120,276",,"8,120,276",63.79,,63.79
2007,2,Southwest,"6,987,064",,"6,987,064","85,027",,"85,027","4,845,967",,"4,845,967","7,257,974",,"7,257,974",66.77,,66.77
2007,3,Southwest,"8,631,060",,"8,631,060","97,124",,"97,124","6,084,978",,"6,084,978","8,299,782",,"8,299,782",73.31,,73.31
2007,4,Southwest,"8,434,977",,"8,434,977","95,668",,"95,668","5,922,529",,"5,922,529","8,188,976",,"8,188,976",72.32,,72.32
2007,5,Southwest,"8,929,948",,"8,929,948","98,504",,"98,504","6,268,874",,"6,268,874","8,471,785",,"8,471,785",74,,74
2007,6,Southwest,"9,524,499",,"9,524,499","96,476",,"96,476","6,829,087",,"6,829,087","8,316,418",,"8,316,418",82.12,,82.12
2007,7,Southwest,"9,657,817",,"9,657,817","100,278",,"100,278","7,049,832",,"7,049,832","8,651,642",,"8,651,642",81.49,,81.49
2007,8,Southwest,"9,605,342",,"9,605,342","101,411",,"101,411","6,996,146",,"6,996,146","8,743,212",,"8,743,212",80.02,,80.02
2007,9,Southwest,"7,979,454",,"7,979,454","96,102",,"96,102","5,641,492",,"5,641,492","8,332,777",,"8,332,777",67.7,,67.7
2007,10,Southwest,"8,524,011",,"8,524,011","99,783",,"99,783","6,034,766",,"6,034,766","8,566,372",,"8,566,372",70.45,,70.45
2007,11,Southwest,"8,271,795",,"8,271,795","97,326",,"97,326","5,743,016",,"5,743,016","8,290,441",,"8,290,441",69.27,,69.27
2007,12,Southwest,"8,079,893",,"8,079,893","98,263",,"98,263","5,729,062",,"5,729,062","8,405,032",,"8,405,032",68.16,,68.16
2008,1,Southwest,"7,654,337",,"7,654,337","100,363",,"100,363","5,485,755",,"5,485,755","8,549,774",,"8,549,774",64.16,,64.16
2008,2,Southwest,"7,744,620",,"7,744,620","92,887",,"92,887","5,427,923",,"5,427,923","7,908,752",,"7,908,752",68.63,,68.63
2008,3,Southwest,"9,309,658",,"9,309,658","101,543",,"101,543","6,679,996",,"6,679,996","8,737,757",,"8,737,757",76.45,,76.45
2008,4,Southwest,"8,794,398",,"8,794,398","100,307",,"100,307","6,261,889",,"6,261,889","8,626,155",,"8,626,155",72.59,,72.59
2008,5,Southwest,"9,304,834",,"9,304,834","102,294",,"102,294","6,673,213",,"6,673,213","8,914,990",,"8,914,990",74.85,,74.85
2008,6,Southwest,"9,451,725",,"9,451,725","100,831",,"100,831","6,878,063",,"6,878,063","8,796,286",,"8,796,286",78.19,,78.19
2008,7,Southwest,"9,362,923",,"9,362,923","103,157",,"103,157","6,885,829",,"6,885,829","9,029,153",,"9,029,153",76.26,,76.26
2008,8,Southwest,"8,970,247",,"8,970,247","101,433",,"101,433","6,630,644",,"6,630,644","8,882,898",,"8,882,898",74.65,,74.65
2008,9,Southwest,"7,353,011",,"7,353,011","95,947",,"95,947","5,307,897",,"5,307,897","8,377,266",,"8,377,266",63.36,,63.36
2008,10,Southwest,"8,562,562",,"8,562,562","101,224",,"101,224","6,208,087",,"6,208,087","8,812,910",,"8,812,910",70.44,,70.44
2008,11,Southwest,"7,447,454",,"7,447,454","95,355",,"95,355","5,263,646",,"5,263,646","8,325,997",,"8,325,997",63.22,,63.22
2008,12,Southwest,"7,964,829",,"7,964,829","95,813",,"95,813","5,794,863",,"5,794,863","8,319,052",,"8,319,052",69.66,,69.66
2009,1,Southwest,"6,993,566",,"6,993,566","94,606",,"94,606","5,135,786",,"5,135,786","8,173,240",,"8,173,240",62.84,,62.84
2009,2,Southwest,"7,068,038",,"7,068,038","86,009",,"86,009","5,104,809",,"5,104,809","7,392,029",,"7,392,029",69.06,,69.06
2009,3,Southwest,"8,988,386",,"8,988,386","98,520",,"98,520","6,652,325",,"6,652,325","8,608,468",,"8,608,468",77.28,,77.28
2009,4,Southwest,"8,814,504",,"8,814,504","96,457",,"96,457","6,518,347",,"6,518,347","8,464,220",,"8,464,220",77.01,,77.01
2009,5,Southwest,"8,685,825",,"8,685,825","97,273",,"97,273","6,434,844",,"6,434,844","8,625,660",,"8,625,660",74.6,,74.6
2009,6,Southwest,"9,005,109",,"9,005,109","95,843",,"95,843","6,731,754",,"6,731,754","8,465,165",,"8,465,165",79.52,,79.52
2009,7,Southwest,"9,554,999",,"9,554,999","98,761",,"98,761","7,241,252",,"7,241,252","8,704,363",,"8,704,363",83.19,,83.19
2009,8,Southwest,"8,890,924",,"8,890,924","95,405",,"95,405","6,694,359",,"6,694,359","8,344,604",,"8,344,604",80.22,,80.22
2009,9,Southwest,"7,950,437",,"7,950,437","89,497",,"89,497","5,772,446",,"5,772,446","7,724,146",,"7,724,146",74.73,,74.73
2009,10,Southwest,"8,776,079",,"8,776,079","92,670",,"92,670","6,325,701",,"6,325,701","7,987,848",,"7,987,848",79.19,,79.19
2009,11,Southwest,"8,255,414",,"8,255,414","89,286",,"89,286","5,879,633",,"5,879,633","7,686,684",,"7,686,684",76.49,,76.49
2009,12,Southwest,"8,354,947",,"8,354,947","90,784",,"90,784","5,971,146",,"5,971,146","7,833,493",,"7,833,493",76.23,,76.23
2010,1,Southwest,"7,576,013",,"7,576,013","88,406",,"88,406","5,499,522",,"5,499,522","7,623,253",,"7,623,253",72.14,,72.14
2010,2,Southwest,"6,963,295",,"6,963,295","78,718",,"78,718","4,986,653",,"4,986,653","6,752,063",,"6,752,063",73.85,,73.85
2010,3,Southwest,"9,155,156",,"9,155,156","94,768",,"94,768","6,676,884",,"6,676,884","8,246,141",,"8,246,141",80.97,,80.97
2010,4,Southwest,"8,911,492",,"8,911,492","93,719",,"93,719","6,477,921",,"6,477,921","8,216,168",,"8,216,168",78.84,,78.84
2010,5,Southwest,"9,080,567",,"9,080,567","96,750",,"96,750","6,663,190",,"6,663,190","8,629,925",,"8,629,925",77.21,,77.21
2010,6,Southwest,"9,562,142",,"9,562,142","96,753",,"96,753","7,066,591",,"7,066,591","8,627,773",,"8,627,773",81.91,,81.91
2010,7,Southwest,"10,001,004",,"10,001,004","98,665",,"98,665","7,487,851",,"7,487,851","8,824,147",,"8,824,147",84.86,,84.86
2010,8,Southwest,"9,504,071",,"9,504,071","97,392",,"97,392","7,121,888",,"7,121,888","8,651,296",,"8,651,296",82.32,,82.32
2010,9,Southwest,"8,309,821",,"8,309,821","91,143",,"91,143","6,064,743",,"6,064,743","8,084,158",,"8,084,158",75.02,,75.02
2010,10,Southwest,"9,358,790",,"9,358,790","94,483",,"94,483","6,851,571",,"6,851,571","8,390,686",,"8,390,686",81.66,,81.66
2010,11,Southwest,"8,858,830",,"8,858,830","91,159",,"91,159","6,507,372",,"6,507,372","8,128,186",,"8,128,186",80.06,,80.06
2010,12,Southwest,"8,946,340",,"8,946,340","92,495",,"92,495","6,648,476",,"6,648,476","8,271,141",,"8,271,141",80.38,,80.38
2011,1,Southwest,"8,307,319",,"8,307,319","92,018",,"92,018","6,226,692",,"6,226,692","8,194,821",,"8,194,821",75.98,,75.98
2011,2,Southwest,"7,602,255",,"7,602,255","82,477",,"82,477","5,637,059",,"5,637,059","7,329,754",,"7,329,754",76.91,,76.91
2011,3,Southwest,"9,689,544",,"9,689,544","99,328",,"99,328","7,333,522",,"7,333,522","8,983,040",,"8,983,040",81.64,,81.64
2011,4,Southwest,"9,223,678",,"9,223,678","96,683",,"96,683","7,040,746",,"7,040,746","8,830,705",,"8,830,705",79.73,,79.73
2011,5,Southwest,"9,706,504",,"9,706,504","99,288",,"99,288","7,376,736",,"7,376,736","8,967,697",,"8,967,697",82.26,,82.26
2011,6,Southwest,"9,924,612",,"9,924,612","100,180",,"100,180","7,693,494",,"7,693,494","9,213,327",,"9,213,327",83.5,,83.5
2011,7,Southwest,"10,118,492",,"10,118,492","102,030",,"102,030","7,959,749",,"7,959,749","9,449,179",,"9,449,179",84.24,,84.24
2011,8,Southwest,"9,607,433",,"9,607,433","99,228",,"99,228","7,410,355",,"7,410,355","9,032,844",,"9,032,844",82.04,,82.04
2011,9,Southwest,"8,751,116",,"8,751,116","92,514",,"92,514","6,555,140",,"6,555,140","8,361,498",,"8,361,498",78.4,,78.4
2011,10,Southwest,"9,522,266",,"9,522,266","96,618",,"96,618","7,160,845",,"7,160,845","8,787,557",,"8,787,557",81.49,,81.49
2011,11,Southwest,"9,070,943",,"9,070,943","90,947",,"90,947","6,722,204",,"6,722,204","8,200,277",,"8,200,277",81.98,,81.98
2011,12,Southwest,"9,062,653",,"9,062,653","93,852",,"93,852","6,735,640",,"6,735,640","8,459,860",,"8,459,860",79.62,,79.62
2012,1,Southwest,"8,169,963",,"8,169,963","90,085",,"90,085","6,098,636",,"6,098,636","8,069,338",,"8,069,338",75.58,,75.58
2012,2,Southwest,"8,050,366",,"8,050,366","86,419",,"86,419","5,958,452",,"5,958,452","7,830,030",,"7,830,030",76.1,,76.1
2012,3,Southwest,"9,745,795",,"9,745,795","98,151",,"98,151","7,456,229",,"7,456,229","9,092,279",,"9,092,279",82.01,,82.01
2012,4,Southwest,"9,371,046",,"9,371,046","96,061",,"96,061","7,110,856",,"7,110,856","8,905,826",,"8,905,826",79.84,,79.84
2012,5,Southwest,"9,750,586",,"9,750,586","98,499",,"98,499","7,420,748",,"7,420,748","9,140,381",,"9,140,381",81.19,,81.19
2012,6,Southwest,"10,097,756",,"10,097,756","98,232",,"98,232","7,857,612",,"7,857,612","9,363,248",,"9,363,248",83.92,,83.92
2012,7,Southwest,"10,440,046",,"10,440,046","101,860",,"101,860","8,213,921",,"8,213,921","9,776,175",,"9,776,175",84.02,,84.02
2012,8,Southwest,"10,108,416",,"10,108,416","97,814",,"97,814","7,830,148",,"7,830,148","9,292,593",,"9,292,593",84.26,,84.26
2012,9,Southwest,"8,706,901",,"8,706,901","89,679",,"89,679","6,601,592",,"6,601,592","8,520,944",,"8,520,944",77.47,,77.47
2012,10,Southwest,"9,590,443",,"9,590,443","94,449",,"94,449","7,239,910",,"7,239,910","8,967,408",,"8,967,408",80.74,,80.74
2012,11,Southwest,"9,163,136",,"9,163,136","89,816",,"89,816","6,880,189",,"6,880,189","8,588,630",,"8,588,630",80.11,,80.11
2012,12,Southwest,"9,039,620",,"9,039,620","91,382",,"91,382","6,901,860",,"6,901,860","8,836,776",,"8,836,776",78.1,,78.1
2013,1,Southwest,"8,047,475",,"8,047,475","88,715",,"88,715","6,154,522",,"6,154,522","8,433,283",,"8,433,283",72.98,,72.98
2013,2,Southwest,"7,891,987",,"7,891,987","81,589",,"81,589","5,982,428",,"5,982,428","7,874,120",,"7,874,120",75.98,,75.98
2013,3,Southwest,"10,248,051",,"10,248,051","98,145",,"98,145","8,003,743",,"8,003,743","9,766,781",,"9,766,781",81.95,,81.95
2013,4,Southwest,"9,643,071",,"9,643,071","96,712",,"96,712","7,462,522",,"7,462,522","9,608,586",,"9,608,586",77.67,,77.67
2013,5,Southwest,"10,354,673",,"10,354,673","98,584",,"98,584","8,016,196",,"8,016,196","9,787,247",,"9,787,247",81.9,,81.9
2013,6,Southwest,"10,501,237",,"10,501,237","96,921",,"96,921","8,436,597",,"8,436,597","9,938,454",,"9,938,454",84.89,,84.89
2013,7,Southwest,"10,516,679",,"10,516,679","99,794",,"99,794","8,596,130",,"8,596,130","10,255,768",,"10,255,768",83.82,,83.82
2013,8,Southwest,"9,928,806",,"9,928,806","96,283",,"96,283","7,931,239",,"7,931,239","9,734,527",,"9,734,527",81.48,,81.48
2013,9,Southwest,"8,894,868",,"8,894,868","89,563",,"89,563","6,907,710",,"6,907,710","8,957,269",,"8,957,269",77.12,,77.12
2013,10,Southwest,"9,764,881",,"9,764,881","94,220",,"94,220","7,530,425",,"7,530,425","9,470,883",,"9,470,883",79.51,,79.51
2013,11,Southwest,"9,282,585",,"9,282,585","89,241",,"89,241","7,155,909",,"7,155,909","9,091,849",,"9,091,849",78.71,,78.71
2013,12,Southwest,"10,248,472",,"10,248,472","94,221",,"94,221","8,000,917",,"8,000,917","9,645,603",,"9,645,603",82.95,,82.95
2014,1,Southwest,"8,569,049",,"8,569,049","87,334",,"87,334","6,671,570",,"6,671,570","8,742,272",,"8,742,272",76.31,,76.31
2014,2,Southwest,"8,382,418",,"8,382,418","82,012",,"82,012","6,464,325",,"6,464,325","8,269,473",,"8,269,473",78.17,,78.17
2014,3,Southwest,"10,944,064",,"10,944,064","100,338",,"100,338","8,707,146",,"8,707,146","10,529,919",,"10,529,919",82.69,,82.69
2014,4,Southwest,"10,564,429",,"10,564,429","98,716",,"98,716","8,349,730",,"8,349,730","10,228,611",,"10,228,611",81.63,,81.63
2014,5,Southwest,"11,027,354",,"11,027,354","100,197",,"100,197","8,668,388",,"8,668,388","10,359,057",,"10,359,057",83.68,,83.68
