Year,Month,Airline,Passengers_domestic,Passengers_international,Passengers_total,Flights_domestic,Flights_international,Flights_total,RPM_domestic,RPM_international,RPM_total,ASM_domestic,ASM_internationl,ASM_total,LF_domestic,LF_international,LF_total
2016,1,Delta,"8,471,686","1,839,237","10,310,923","68,903","11,834","80,737","7,957,176","5,865,240","13,822,416","9,574,132","7,185,124","16,759,256",83.11,81.63,82.48
2016,2,Delta,"8,331,767","1,605,056","9,936,823","67,661","10,744","78,405","7,722,067","4,954,847","12,676,914","9,384,315","6,382,554","15,766,869",82.29,77.63,80.4
2016,3,Delta,"10,207,835","1,913,147","12,120,982","78,326","11,733","90,059","9,644,050","6,044,195","15,688,245","11,082,316","7,284,717","18,367,033",87.02,82.97,85.42
2016,4,Delta,"9,886,117","1,869,972","11,756,089","76,677","11,525","88,202","9,141,302","6,218,789","15,360,091","10,583,512","7,753,344","18,336,856",86.37,80.21,83.77
2016,5,Delta,"10,702,739","2,019,100","12,721,839","80,644","11,884","92,528","9,776,320","7,010,693","16,787,013","11,143,941","8,437,944","19,581,884",87.73,83.09,85.73
2016,6,Delta,"10,801,557","2,295,425","13,096,982","81,770","12,641","94,411","10,207,591","7,972,090","18,179,682","11,516,309","9,059,061","20,575,370",88.64,88,88.36
2016,7,Delta,"10,934,957","2,466,034","13,400,991","83,844","13,534","97,378","10,648,388","8,439,891","19,088,279","12,195,664","9,599,893","21,795,557",87.31,87.92,87.58
2016,8,Delta,"10,332,267","2,349,012","12,681,279","82,950","13,175","96,125","10,081,262","8,124,042","18,205,304","11,968,706","9,444,808","21,413,514",84.23,86.02,85.02
2016,9,Delta,"9,712,323","1,891,703","11,604,026","75,632","10,963","86,595","8,840,392","6,875,792","15,716,185","10,245,825","8,192,057","18,437,882",86.28,83.93,85.24
2016,10,Delta,"10,384,814","1,741,881","12,126,695","78,599","10,312","88,911","9,346,211","6,211,653","15,557,864","10,603,987","7,542,379","18,146,366",88.14,82.36,85.74
2016,11,Delta,"9,858,408","1,459,191","11,317,599","74,194","9,061","83,255","8,847,710","4,907,438","13,755,148","10,037,897","6,046,956","16,084,854",88.14,81.16,85.52
2016,12,Delta,"9,373,077","1,838,715","11,211,792","71,642","11,509","83,151","9,016,191","5,853,457","14,869,648","10,377,364","6,945,446","17,322,809",86.88,84.28,85.84
2017,1,Delta,"8,526,218","1,870,711","10,396,929","69,354","12,069","81,423","8,195,822","5,752,770","13,948,592","9,913,916","7,040,032","16,953,948",82.67,81.72,82.27
2017,2,Delta,"8,243,904","1,611,400","9,855,304","65,129","10,496","75,625","7,740,279","4,838,045","12,578,323","9,237,384","6,111,291","15,348,675",83.79,79.17,81.95
2017,3,Delta,"10,589,367","2,040,175","12,629,542","78,839","12,290","91,129","10,035,786","6,173,892","16,209,678","11,417,169","7,296,406","18,713,575",87.9,84.62,86.62
2017,4,Delta,"9,684,786","2,061,449","11,746,235","74,141","12,094","86,235","9,182,428","6,597,737","15,780,165","10,572,665","7,785,869","18,358,534",86.85,84.74,85.96
2017,5,Delta,"10,813,517","2,156,252","12,969,769","80,904","12,492","93,396","10,101,920","7,135,916","17,237,836","11,408,995","8,330,958","19,739,953",88.54,85.66,87.32
2017,6,Delta,"10,968,903","2,415,035","13,383,938","81,187","13,265","94,452","10,614,438","8,203,231","18,817,669","11,907,511","9,220,583","21,128,094",89.14,88.97,89.06
2017,7,Delta,"11,309,402","2,559,200","13,868,602","83,843","14,066","97,909","11,205,988","8,552,718","19,758,706","12,622,816","9,647,276","22,270,092",88.78,88.65,88.72
2017,8,Delta,"11,309,630","2,501,763","13,811,393","84,816","13,687","98,503","11,098,526","8,520,422","19,618,948","12,585,820","9,543,918","22,129,738",88.18,89.28,88.65
2017,9,Delta,"9,416,969","1,966,369","11,383,338","74,074","11,305","85,379","8,874,954","7,061,515","15,936,470","10,512,140","8,223,601","18,735,741",84.43,85.87,85.06
2017,10,Delta,"10,725,324","1,863,210","12,588,534","79,605","11,038","90,643","9,854,269","6,540,487","16,394,756","11,175,537","7,765,041","18,940,578",88.18,84.23,86.56
2017,11,Delta,"9,968,774","1,577,424","11,546,198","74,440","9,763","84,203","9,151,972","5,208,503","14,360,476","10,431,477","6,218,841","16,650,318",87.73,83.75,86.25
2017,12,Delta,"9,178,087","1,869,793","11,047,880","70,899","11,730","82,629","8,994,133","5,954,069","14,948,202","10,550,012","7,068,373","17,618,385",85.25,84.24,84.84
2018,1,Delta,"8,569,504","1,905,480","10,474,984","69,959","12,395","82,354","8,326,490","5,827,087","14,153,577","10,341,773","7,202,871","17,544,644",80.51,80.9,80.67
2018,2,Delta,"8,572,978","1,690,663","10,263,641","66,400","10,979","77,379","8,170,388","5,048,854","13,219,241","9,752,885","6,313,771","16,066,656",83.77,79.97,82.28
2018,3,Delta,"10,898,772","2,180,508","13,079,280","80,645","12,813","93,458","10,504,705","6,606,866","17,111,571","11,965,187","7,545,571","19,510,758",87.79,87.56,87.7
2018,4,Delta,"10,458,858","2,065,443","12,524,301","78,895","12,102","90,997","9,892,678","6,627,253","16,519,930","11,469,933","7,786,568","19,256,502",86.25,85.11,85.79
2018,5,Delta,"11,042,700","2,213,437","13,256,137","81,914","12,729","94,643","10,465,289","7,399,312","17,864,600","11,956,435","8,641,259","20,597,694",87.53,85.63,86.73
2018,6,Delta,"11,433,287","2,474,713","13,908,000","83,840","13,481","97,321","11,236,120","8,291,150","19,527,270","12,661,054","9,273,568","21,934,623",88.75,89.41,89.02
2018,7,Delta,"11,918,888","2,622,703","14,541,591","86,766","14,228","100,994","11,991,789","8,720,402","20,712,191","13,445,174","9,796,783","23,241,957",89.19,89.01,89.12
2018,8,Delta,"11,932,518","2,553,639","14,486,157","88,074","13,812","101,886","11,803,439","8,687,917","20,491,357","13,353,453","9,775,260","23,128,713",88.39,88.88,88.6
2018,9,Delta,"10,028,453","2,018,433","12,046,886","78,175","11,620","89,795","9,504,636","7,169,074","16,673,709","11,358,251","8,442,695","19,800,947",83.68,84.91,84.21
2018,10,Delta,"11,070,334","1,943,902","13,014,236","82,219","11,267","93,486","10,249,932","6,722,219","16,972,151","11,780,795","7,921,759","19,702,554",87.01,84.86,86.14
2018,11,Delta,"10,544,475","1,643,676","12,188,151","76,362","9,959","86,321","9,730,669","5,428,414","15,159,083","11,040,272","6,502,481","17,542,753",88.14,83.48,86.41
2018,12,Delta,"10,002,045","1,904,834","11,906,879","75,133","11,563","86,696","9,782,092","6,098,410","15,880,502","11,454,097","7,280,053","18,734,149",85.4,83.77,84.77
2019,1,Delta,"9,253,432","1,931,311","11,184,743","73,774","12,201","85,975","9,065,735","5,976,703","15,042,438","11,237,080","7,405,220","18,642,300",80.68,80.71,80.69
2019,2,Delta,"8,864,116","1,711,387","10,575,503","67,498","10,950","78,448","8,533,062","5,162,847","13,695,909","10,190,661","6,525,586","16,716,248",83.73,79.12,81.93
2019,3,Delta,"11,737,009","2,202,260","13,939,269","84,277","12,821","97,098","11,342,854","6,708,765","18,051,619","12,839,700","7,759,666","20,599,366",88.34,86.46,87.63
2019,4,Delta,"11,237,133","2,141,259","13,378,392","81,982","12,271","94,253","10,700,708","6,857,499","17,558,206","12,172,141","8,145,432","20,317,573",87.91,84.19,86.42
2019,5,Delta,"12,030,749","2,326,737","14,357,486","85,854","13,105","98,959","11,454,034","7,755,631","19,209,665","12,731,018","9,082,059","21,813,077",89.97,85.4,88.06
2019,6,Delta,"12,517,894","2,542,704","15,060,598","87,557","13,582","101,139","12,304,731","8,574,704","20,879,435","13,404,779","9,584,777","22,989,556",91.79,89.46,90.82
2019,7,Delta,"12,965,327","2,634,252","15,599,579","90,848","14,052","104,900","13,005,057","8,901,170","21,906,227","14,222,614","10,016,281","24,238,895",91.44,88.87,90.38
2019,8,Delta,"12,693,732","2,627,388","15,321,120","91,358","14,059","105,417","12,649,908","8,981,125","21,631,033","14,117,869","10,020,192","24,138,061",89.6,89.63,89.61
2019,9,Delta,"10,963,963","2,137,924","13,101,887","81,601","12,186","93,787","10,413,301","7,533,842","17,947,143","12,062,013","8,849,903","20,911,916",86.33,85.13,85.82
2019,10,Delta,"11,859,504","2,055,052","13,914,556","86,493","11,821","98,314","11,015,607","7,018,007","18,033,614","12,658,210","8,281,160","20,939,371",87.02,84.75,86.12
2019,11,Delta,"10,787,768","1,724,144","12,511,912","80,078","10,159","90,237","9,982,616","5,627,460","15,610,076","11,732,478","6,747,132","18,479,610",85.09,83.41,84.47
2019,12,Delta,"11,302,966","2,012,103","13,315,069","81,702","11,720","93,422","11,038,355","6,397,670","17,436,025","12,504,628","7,404,305","19,908,933",88.27,86.4,87.58
2020,1,Delta,"10,249,349","2,059,896","12,309,245","80,201","12,496","92,697","10,142,414","6,365,803","16,508,217","12,343,052","7,762,576","20,105,628",82.17,82.01,82.11
2020,2,Delta,"9,960,370","1,754,317","11,714,687","75,595","11,032","86,627","9,689,523","5,046,379","14,735,903","11,488,196","6,463,496","17,951,692",84.34,78.08,82.09
2020,3,Delta,"5,489,866","977,209","6,467,075","66,956","8,092","75,048","5,442,619","2,633,775","8,076,394","10,500,692","4,362,762","14,863,454",51.83,60.37,54.34
2020,4,Delta,"452,074","34,557","486,631","19,124",465,"19,589","435,156","138,493","573,649","2,552,046","381,764","2,933,809",17.05,36.28,19.55
2020,5,Delta,"843,603","28,311","871,914","16,970",409,"17,379","791,674","118,574","910,248","2,150,343","382,772","2,533,115",36.82,30.98,35.93
2020,6,Delta,"1,539,090","59,655","1,598,745","21,892",749,"22,641","1,455,783","218,715","1,674,498","2,985,444","639,230","3,624,674",48.76,34.22,46.2
2020,7,Delta,"2,417,946","151,924","2,569,870","36,947","2,019","38,966","2,407,669","424,508","2,832,177","5,700,119","1,328,923","7,029,042",42.24,31.94,40.29
2020,8,Delta,"3,194,715","225,165","3,419,880","47,472","2,745","50,217","3,068,565","608,433","3,676,998","7,318,524","1,908,620","9,227,144",41.93,31.88,39.85
2020,9,Delta,"3,316,398","238,639","3,555,037","44,289","2,973","47,262","3,082,658","603,722","3,686,380","6,765,424","2,013,955","8,779,379",45.56,29.98,41.99
2020,10,Delta,"3,731,065","331,319","4,062,384","46,812","3,909","50,721","3,512,886","764,606","4,277,492","7,576,662","2,502,416","10,079,078",46.36,30.55,42.44
2020,11,Delta,"3,524,604","380,350","3,904,954","48,481","4,629","53,110","3,426,198","860,443","4,286,642","8,062,216","2,673,590","10,735,806",42.5,32.18,39.93
2020,12,Delta,"3,538,798","522,508","4,061,306","48,898","6,383","55,281","3,641,061","1,208,713","4,849,775","8,506,600","3,257,131","11,763,731",42.8,37.11,41.23
2021,1,Delta,"3,485,743","530,159","4,015,902","48,209","7,229","55,438","3,603,046","1,227,352","4,830,398","8,431,118","3,586,670","12,017,787",42.74,34.22,40.19
2021,2,Delta,"3,523,525","394,025","3,917,550","42,957","6,112","49,069","3,666,261","872,302","4,538,563","7,526,246","3,031,973","10,558,219",48.71,28.77,42.99
2021,3,Delta,"5,082,019","553,703","5,635,722","55,788","6,737","62,525","5,393,820","1,217,098","6,610,919","9,873,752","3,541,077","13,414,829",54.63,34.37,49.28
2021,4,Delta,"5,388,932","599,372","5,988,304","55,244","6,525","61,769","5,735,582","1,327,077","7,062,659","9,809,400","3,577,307","13,386,707",58.47,37.1,52.76
2021,5,Delta,"8,140,513","864,527","9,005,040","61,208","6,817","68,025","8,639,051","1,882,745","10,521,796","10,947,183","3,838,091","14,785,274",78.92,49.05,71.16
2021,6,Delta,"9,344,473","995,027","10,339,500","66,069","6,766","72,835","9,676,227","2,357,873","12,034,100","11,233,417","3,991,754","15,225,171",86.14,59.07,79.04
2021,7,Delta,"10,311,639","1,191,536","11,503,175","70,230","7,341","77,571","10,662,664","3,051,232","13,713,895","11,879,190","4,486,317","16,365,506",89.76,68.01,83.8
2021,8,Delta,"9,856,033","1,236,062","11,092,095","70,760","7,633","78,393","10,176,507","3,405,363","13,581,870","11,893,038","4,838,150","16,731,188",85.57,70.39,81.18
2021,9,Delta,"8,793,046","979,025","9,772,071","67,405","6,840","74,245","8,749,593","2,780,915","11,530,508","11,105,901","4,570,762","15,676,663",78.78,60.84,73.55
2021,10,Delta,"9,631,884","987,236","10,619,120","70,593","6,803","77,396","9,482,797","2,717,818","12,200,615","11,517,745","4,507,403","16,025,148",82.33,60.3,76.13
2021,11,Delta,"9,622,602","1,010,227","10,632,829","70,414","6,735","77,149","9,332,168","2,696,989","12,029,157","11,293,354","3,970,983","15,264,337",82.63,67.92,78.81
2021,12,Delta,"9,216,981","1,163,101","10,380,082","67,073","7,876","74,949","9,322,249","3,079,458","12,401,707","11,081,713","4,388,798","15,470,511",84.12,70.17,80.16
2022,1,Delta,"7,723,422","1,087,204","8,810,626","66,909","8,451","75,360","7,778,906","2,771,154","10,550,060","11,015,350","4,640,024","15,655,375",70.62,59.72,67.39
2022,2,Delta,"8,092,548","1,037,028","9,129,576","61,955","7,628","69,583","8,085,108","2,548,578","10,633,685","10,201,383","4,126,308","14,327,691",79.26,61.76,74.22
2022,3,Delta,"10,747,646","1,434,775","12,182,421","75,102","8,942","84,044","10,802,497","3,716,619","14,519,116","12,327,051","5,016,076","17,343,126",87.63,74.09,83.72
2022,4,Delta,"10,540,307","1,511,480","12,051,787","72,443","8,786","81,229","10,584,542","4,237,080","14,821,622","11,784,878","5,346,917","17,131,795",89.81,79.24,86.52
2022,5,Delta,"10,775,158","1,662,248","12,437,406","74,273","9,474","83,747","10,736,136","5,087,329","15,823,465","11,827,338","6,394,740","18,222,079",90.77,79.55,86.84
2022,6,Delta,"10,756,541","1,940,018","12,696,559","74,180","10,209","84,389","10,746,604","6,222,046","16,968,651","11,750,076","7,135,676","18,885,752",91.46,87.2,89.85
2022,7,Delta,"10,942,675","2,003,031","12,945,706","78,183","10,268","88,451","10,958,308","6,515,923","17,474,231","12,515,870","7,318,777","19,834,647",87.56,89.03,88.1
2022,8,Delta,"10,874,305","1,966,773","12,841,078","78,313","10,209","88,522","10,944,046","6,467,022","17,411,068","12,561,431","7,390,253","19,951,685",87.12,87.51,87.27
2022,9,Delta,"10,316,884","1,771,765","12,088,649","74,145","9,320","83,465","10,232,473","5,975,601","16,208,074","11,771,832","6,896,448","18,668,280",86.92,86.65,86.82
2022,10,Delta,"10,681,737","1,743,403","12,425,140","75,747","9,382","85,129","10,430,576","5,857,763","16,288,339","11,829,221","7,022,726","18,851,948",88.18,83.41,86.4
2022,11,Delta,"10,455,853","1,491,309","11,947,162","75,511","8,544","84,055","10,172,687","4,792,237","14,964,924","11,813,364","6,091,205","17,904,568",86.11,78.67,83.58
2022,12,Delta,"10,311,823","1,752,506","12,064,329","74,079","9,778","83,857","10,379,893","5,561,801","15,941,694","11,988,031","6,619,030","18,607,061",86.59,84.03,85.68
2023,1,Delta,"9,700,887","1,786,758","11,487,645","74,801","10,619","85,420","9,986,480","5,361,640","15,348,120","12,404,680","6,941,524","19,346,204",80.51,77.24,79.33
2023,2,Delta,"9,092,258","1,537,087","10,629,345","68,335","9,282","77,617","9,137,892","4,541,577","13,679,468","11,150,311","6,154,094","17,304,404",81.95,73.8,79.05
2023,3,Delta,"11,439,721","2,017,784","13,457,505","81,444","11,166","92,610","11,511,518","6,215,575","17,727,094","13,251,930","7,420,621","20,672,550",86.87,83.76,85.75
2023,4,Delta,"11,089,641","2,046,526","13,136,167","78,596","11,172","89,768","10,991,304","6,608,008","17,599,312","12,524,960","7,892,149","20,417,110",87.76,83.73,86.2
2023,5,Delta,"12,032,837","2,206,203","14,239,040","84,165","11,567","95,732","11,834,683","7,472,887","19,307,571","13,359,178","8,663,247","22,022,426",88.59,86.26,87.67
2023,6,Delta,"12,443,794","2,362,142","14,805,936","85,002","11,848","96,850","12,416,190","8,086,435","20,502,625","13,644,290","8,882,675","22,526,965",91,91.04,91.01
2023,7,Delta,"12,940,358","2,458,785","15,399,143","88,794","12,473","101,267","13,084,430","8,304,870","21,389,300","14,457,130","9,280,015","23,737,145",90.51,89.49,90.11
2023,8,Delta,"12,246,366","2,359,959","14,606,325","87,924","11,953","99,877","12,384,550","8,140,336","20,524,886","14,321,256","9,189,801","23,511,057",86.48,88.58,87.3
2023,9,Delta,"11,280,733","2,154,973","13,435,706","81,488","11,107","92,595","11,220,578","7,537,087","18,757,665","13,218,538","8,702,187","21,920,725",84.89,86.61,85.57
2023,10,Delta,"12,007,275","2,098,891","14,106,166","85,386","11,030","96,416","11,909,658","7,222,607","19,132,265","13,801,289","8,502,900","22,304,188",86.29,84.94,85.78
2023,11,Delta,"11,227,755","1,811,145","13,038,900","80,446","10,098","90,544","11,113,654","5,890,666","17,004,320","13,002,973","7,247,618","20,250,592",85.47,81.28,83.97
2023,12,Delta,"11,128,906","2,141,672","13,270,578","81,111","12,082","93,193","11,362,345","6,707,225","18,069,571","13,502,324","8,142,916","21,645,240",84.15,82.37,83.48
2024,1,Delta,"9,916,256","2,050,915","11,967,171","74,144","12,097","86,241","10,226,435","6,164,892","16,391,327","12,362,836","7,881,168","20,244,004",82.72,78.22,80.97
2024,2,Delta,"9,839,611","1,859,342","11,698,953","71,241","11,065","82,306","9,883,682","5,476,788","15,360,471","11,653,304","7,240,985","18,894,289",84.81,75.64,81.3
2024,3,Delta,"11,825,863","2,375,896","14,201,759","82,712","12,844","95,556","11,935,257","7,237,804","19,173,061","13,617,985","8,508,082","22,126,068",87.64,85.07,86.65
2024,4,Delta,"11,705,723","2,265,858","13,971,581","82,858","12,285","95,143","11,699,144","7,261,103","18,960,247","13,497,503","8,758,295","22,255,798",86.68,82.91,85.19
2002,10,American,"6,483,209","1,268,032","7,751,241","71,507","12,142","83,649","7,069,809","2,911,504","9,981,313","10,267,755","4,290,747","14,558,503",68.85,67.86,68.56
2002,11,American,"5,836,804","1,248,937","7,085,741","65,868","11,530","77,398","6,384,907","2,717,393","9,102,300","9,547,305","3,924,870","13,472,175",66.88,69.24,67.56
2002,12,American,"6,473,000","1,428,359","7,901,359","67,672","12,290","79,962","7,239,415","3,112,296","10,351,711","9,939,647","4,179,996","14,119,643",72.83,74.46,73.31
2003,1,American,"5,659,172","1,354,646","7,013,818","65,960","12,254","78,214","6,428,843","2,976,704","9,405,547","9,801,309","4,237,389","14,038,698",65.59,70.25,67
2003,2,American,"5,224,456","1,139,470","6,363,926","56,960","10,503","67,463","5,861,473","2,493,611","8,355,084","8,476,555","3,665,686","12,142,241",69.15,68.03,68.81
2003,3,American,"6,307,672","1,320,809","7,628,481","65,168","11,957","77,125","7,095,490","2,886,137","9,981,627","9,782,676","4,147,309","13,929,984",72.53,69.59,71.66
2003,4,American,"5,905,978","1,197,107","7,103,085","62,117","11,065","73,182","6,764,567","2,561,054","9,325,622","9,336,457","3,874,139","13,210,596",72.45,66.11,70.59
2003,5,American,"6,217,128","1,230,334","7,447,462","62,611","10,770","73,381","7,055,380","2,783,080","9,838,460","9,432,542","3,912,655","13,345,197",74.8,71.13,73.72
2003,6,American,"6,547,986","1,443,436","7,991,422","62,115","11,528","73,643","7,547,830","3,306,066","10,853,896","9,477,009","4,280,106","13,757,115",79.64,77.24,78.9
2003,7,American,"7,007,137","1,735,273","8,742,410","64,980","12,912","77,892","8,192,931","3,767,023","11,959,953","10,028,508","4,728,775","14,757,282",81.7,79.66,81.04
2003,8,American,"6,696,062","1,728,088","8,424,150","64,236","12,895","77,131","7,923,807","3,752,936","11,676,743","9,937,121","4,725,588","14,662,709",79.74,79.42,79.64
2003,9,American,"5,268,120","1,244,953","6,513,073","60,134","11,117","71,251","6,015,739","2,981,061","8,996,800","9,166,289","4,294,746","13,461,035",65.63,69.41,66.84
2003,10,American,"5,999,944","1,273,217","7,273,161","62,989","11,245","74,234","6,823,007","2,989,832","9,812,839","9,620,031","4,343,985","13,964,015",70.93,68.83,70.27
2003,11,American,"5,444,921","1,336,110","6,781,031","56,146","11,457","67,603","6,345,182","3,032,221","9,377,403","9,006,214","4,258,190","13,264,404",70.45,71.21,70.7
2003,12,American,"5,892,720","1,531,539","7,424,259","59,292","12,323","71,615","6,932,879","3,409,352","10,342,231","9,512,148","4,494,752","14,006,899",72.88,75.85,73.84
2004,1,American,"5,474,024","1,472,700","6,946,724","58,732","12,147","70,879","6,463,552","3,304,365","9,767,917","9,549,791","4,601,140","14,150,931",67.68,71.82,69.03
2004,2,American,"5,493,738","1,335,590","6,829,328","55,969","11,387","67,356","6,458,121","2,913,449","9,371,570","9,250,803","4,334,442","13,585,245",69.81,67.22,68.98
2004,3,American,"6,425,095","1,534,482","7,959,577","60,276","12,143","72,419","7,596,733","3,466,124","11,062,857","10,064,912","4,645,930","14,710,842",75.48,74.61,75.2
2004,4,American,"6,209,747","1,515,225","7,724,972","58,345","11,823","70,168","7,412,197","3,406,687","10,818,884","9,745,423","4,670,448","14,415,871",76.06,72.94,75.05
2004,5,American,"6,080,757","1,480,462","7,561,219","58,058","11,917","69,975","7,168,145","3,556,862","10,725,007","9,666,776","4,980,580","14,647,356",74.15,71.41,73.22
2004,6,American,"6,520,178","1,655,385","8,175,563","58,002","12,356","70,358","7,830,261","3,911,727","11,741,988","9,763,164","5,085,587","14,848,751",80.2,76.92,79.08
2004,7,American,"6,717,316","1,974,326","8,691,642","58,843","13,741","72,584","8,170,618","4,420,268","12,590,886","9,979,086","5,537,698","15,516,784",81.88,79.82,81.14
2004,8,American,"6,405,790","1,914,936","8,320,726","58,920","13,662","72,582","7,909,314","4,268,443","12,177,757","10,010,638","5,496,447","15,507,084",79.01,77.66,78.53
2004,9,American,"5,323,045","1,387,152","6,710,197","52,464","10,805","63,269","6,353,111","3,489,849","9,842,960","8,704,450","4,693,408","13,397,857",72.99,74.36,73.47
2004,10,American,"6,036,514","1,459,969","7,496,483","56,305","11,504","67,809","7,124,411","3,586,650","10,711,061","9,335,118","4,954,384","14,289,502",76.32,72.39,74.96
2004,11,American,"5,816,595","1,439,853","7,256,448","54,869","11,652","66,521","6,819,002","3,333,751","10,152,753","9,121,793","4,699,694","13,821,488",74.76,70.94,73.46
2004,12,American,"6,119,982","1,673,795","7,793,777","57,650","12,701","70,351","7,202,828","3,772,126","10,974,955","9,631,591","5,064,984","14,696,575",74.78,74.47,74.68
2005,1,American,"5,781,201","1,666,774","7,447,975","55,726","12,826","68,552","6,809,753","3,748,104","10,557,858","9,283,530","5,109,701","14,393,231",73.35,73.35,73.35
2005,2,American,"5,474,420","1,454,258","6,928,678","51,555","11,860","63,415","6,365,427","3,232,996","9,598,423","8,615,346","4,669,386","13,284,732",73.88,69.24,72.25
2005,3,American,"6,835,385","1,835,057","8,670,442","58,185","13,251","71,436","7,964,044","4,098,787","12,062,831","9,753,725","5,264,376","15,018,101",81.65,77.86,80.32
2005,4,American,"6,417,216","1,652,015","8,069,231","55,573","12,574","68,147","7,435,692","3,866,996","11,302,688","9,313,712","5,271,468","14,585,180",79.84,73.36,77.49
2005,5,American,"6,691,650","1,698,810","8,390,460","57,145","12,847","69,992","7,700,682","4,100,162","11,800,844","9,598,325","5,488,379","15,086,704",80.23,74.71,78.22
2005,6,American,"7,069,026","1,884,730","8,953,756","56,984","13,426","70,410","8,224,043","4,433,929","12,657,972","9,683,825","5,588,503","15,272,329",84.93,79.34,82.88
2005,7,American,"7,365,675","2,173,280","9,538,955","59,168","14,354","73,522","8,671,965","4,938,976","13,610,941","10,051,042","5,929,906","15,980,948",86.28,83.29,85.17
2005,8,American,"6,768,181","2,003,276","8,771,457","58,124","13,531","71,655","8,044,404","4,595,541","12,639,945","9,783,599","5,699,472","15,483,071",82.22,80.63,81.64
2005,9,American,"5,902,861","1,558,472","7,461,333","52,814","11,752","64,566","6,841,868","3,893,433","10,735,301","8,826,889","5,248,185","14,075,074",77.51,74.19,76.27
2005,10,American,"6,205,866","1,502,640","7,708,506","53,325","11,464","64,789","7,130,337","3,737,886","10,868,223","8,882,582","5,194,094","14,076,675",80.27,71.96,77.21
2005,11,American,"6,333,292","1,509,583","7,842,875","53,344","11,476","64,820","7,250,039","3,572,236","10,822,276","8,951,655","4,975,890","13,927,545",80.99,71.79,77.7
2005,12,American,"6,415,544","1,750,277","8,165,821","54,072","12,518","66,590","7,398,547","4,081,204","11,479,750","9,190,202","5,334,605","14,524,807",80.5,76.5,79.04
2006,1,American,"6,070,476","1,719,677","7,790,153","54,210","12,882","67,092","7,042,279","3,983,437","11,025,716","9,250,645","5,419,143","14,669,788",76.13,73.51,75.16
2006,2,American,"5,649,722","1,478,279","7,128,001","48,771","11,699","60,470","6,492,132","3,365,286","9,857,418","8,290,765","4,840,931","13,131,696",78.31,69.52,75.07
2006,3,American,"6,896,601","1,817,529","8,714,130","55,481","13,207","68,688","7,881,341","4,213,465","12,094,806","9,424,489","5,469,144","14,893,633",83.63,77.04,81.21
2006,4,American,"6,612,783","1,806,197","8,418,980","53,271","12,715","65,986","7,672,135","4,259,292","11,931,427","9,087,020","5,510,846","14,597,866",84.43,77.29,81.73
2006,5,American,"6,803,345","1,812,274","8,615,619","55,002","13,029","68,031","7,842,874","4,397,100","12,239,974","9,401,853","5,743,932","15,145,785",83.42,76.55,80.81
2006,6,American,"6,912,250","1,926,660","8,838,910","53,404","12,913","66,317","8,005,693","4,650,363","12,656,056","9,152,613","5,659,459","14,812,072",87.47,82.17,85.44
2006,7,American,"7,031,056","2,155,261","9,186,317","54,287","13,520","67,807","8,277,155","5,016,360","13,293,515","9,350,637","5,914,922","15,265,559",88.52,84.81,87.08
2006,8,American,"6,500,972","2,020,918","8,521,890","54,654","13,327","67,981","7,739,014","4,728,876","12,467,889","9,363,836","5,837,838","15,201,674",82.65,81,82.02
2006,9,American,"5,672,594","1,583,732","7,256,326","50,982","11,802","62,784","6,576,768","4,015,197","10,591,965","8,633,028","5,387,210","14,020,238",76.18,74.53,75.55
2006,10,American,"6,248,099","1,599,153","7,847,252","52,849","11,951","64,800","7,152,613","3,967,777","11,120,389","8,903,050","5,429,321","14,332,371",80.34,73.08,77.59
2006,11,American,"6,108,544","1,583,859","7,692,403","50,264","11,348","61,612","7,010,882","3,692,636","10,703,518","8,520,257","4,902,136","13,422,394",82.28,75.33,79.74
2006,12,American,"6,277,613","1,782,922","8,060,535","52,526","12,715","65,241","7,238,989","4,109,869","11,348,858","8,979,767","5,360,525","14,340,293",80.61,76.67,79.14
2007,1,American,"5,909,950","1,768,738","7,678,688","52,739","12,980","65,719","6,845,494","4,047,266","10,892,760","9,032,155","5,440,494","14,472,649",75.79,74.39,75.26
2007,2,American,"5,541,254","1,492,680","7,033,934","46,687","11,365","58,052","6,328,448","3,402,171","9,730,619","7,970,558","4,743,598","12,714,157",79.4,71.72,76.53
2007,3,American,"6,732,096","1,844,066","8,576,162","53,432","12,875","66,307","7,679,511","4,247,042","11,926,553","9,088,622","5,376,901","14,465,523",84.5,78.99,82.45
2007,4,American,"6,408,708","1,787,122","8,195,830","50,822","12,487","63,309","7,393,504","4,148,698","11,542,202","8,706,034","5,346,134","14,052,168",84.92,77.6,82.14
2007,5,American,"6,680,679","1,767,736","8,448,415","52,800","12,677","65,477","7,649,605","4,234,342","11,883,947","9,034,995","5,501,955","14,536,950",84.67,76.96,81.75
2007,6,American,"6,767,908","1,882,689","8,650,597","50,597","12,350","62,947","7,766,800","4,455,038","12,221,838","8,635,463","5,383,968","14,019,431",89.94,82.75,87.18
2007,7,American,"7,027,480","2,092,470","9,119,950","53,125","12,979","66,104","8,101,986","4,800,023","12,902,009","9,041,140","5,642,940","14,684,080",89.61,85.06,87.86
2007,8,American,"6,785,998","2,018,412","8,804,410","53,110","12,905","66,015","7,872,221","4,644,088","12,516,309","9,063,241","5,659,892","14,723,133",86.86,82.05,85.01
2007,9,American,"5,859,871","1,653,459","7,513,330","50,533","11,496","62,029","6,738,623","4,106,348","10,844,971","8,620,279","5,204,915","13,825,194",78.17,78.89,78.44
